E,11.382586132010935
-,0.2560599266359938
I,5.755367043386644
L,4.694715674842115
É,1.9482041338379612
.,0.8388569626633967
RET,0.5427845611058207
N,5.814446521874944
T,5.45929052205512
U,4.220642362733592
P,2.2670104546815604
A,6.232108608183088
R,5.360880978441212
F,0.8401834366670601
O,4.308965730364505
M,2.19449119236762
C,2.6572417252143823
D,3.3905424922379783
",",0.9913679742892744
À,0.3651893084774076
V,0.9850058129740102
B,0.7865160175989935
G,0.987434764584243
X,0.314271288594977
:,0.1072984871895341
Z,0.1002679344946256
Ç,0.0440967367908657
È,0.3132771927338058
Q,0.618696373379044
1,0.3268665560443234
8,0.1052720058034409
9,0.1862059902927347
3,0.0792717582296334
SQT,0.1059556459391457
K,0.1659933540213057
(,0.1595397374527007
),0.1594582926908079
4,0.0758737090245831
2,0.1930613500665472
0,0.2293298825450564
H,0.7802213012708037
Y,0.3057706290535615
7,0.0798671308103914
6,0.0771711022709672
J,0.2382548974446151
5,0.0818021010186106
Œ,0.0158599739256673
DQT,0.0415352813199021
W,0.0894722812415725
;,0.0182110226611116
%,0.0194482783927633
Ù,0.0191063557966
