0,0.2648103373453428
3,0.2192624532343426
5,0.1285462507132672
1,0.3304752036053681
8,0.0659179100606419
4,0.0979279508386504
T,5.805710439448516
A,5.509522670826707
G,1.119086208227213
S,5.53659835749269
:,0.3638769852867682
#,0.41081661030116
H,1.3612491254173642
E,10.151737715039786
/,0.4734449509537853
P,2.426057438412302
R,5.249393643792772
O,4.883745351901688
F,1.1984154397205384
M,2.083056566676409
C,2.886850199335254
I,5.26242539952453
N,5.028992493455655
L,3.569562373399024
U,3.729739099189374
V,1.0702487547081962
Y,0.8250493119106451
K,0.3848796207379516
[,0.250133796909576
],0.2502603188098844
(,0.2097733107112175
W,0.4481405708921185
.,1.0463361155499211
),0.2104059202127592
@,0.0118930586289833
>,0.0687013918674253
SQT,0.5312654593946939
B,0.7811462125036533
D,2.6327942235161195
",",0.7057391599198863
X,0.3537552332621015
-,0.6131251288941859
_,0.078064012490242
{,0.0120195805292917
},0.0121461024296
J,0.3533756675611765
À,0.1866198029547924
È,0.1127310131747254
É,0.8179640854933785
Q,0.5895920554368358
?,0.0999523012435837
=,0.1203223271932255
%,0.0212556792518
&,0.0180926317440917
Z,0.0850227170072003
7,0.0632609501541669
9,0.0721174831757503
*,0.4959658492086687
Ç,0.0622487749517002
6,0.0700931327708169
Ù,0.0154356718376167
DQT,0.1376558275354672
;,0.0139174090339167
!,0.0229004639558084
+,0.0489639754193252
`,0.0759131401850003
<,0.017839587943475
|,0.2147076648232425
~,0.0123991462302167
—,0.0360587415878751
