!,0.0316905575637746
/,1.0313061555566012
U,0.9945697482566588
S,4.01282668109037
R,2.668258446588632
B,0.4603125569705923
I,3.0424901176705266
N,2.474641983855116
E,6.583051475662032
V,0.391924910416508
SPACE,20.002534720360973
P,2.6654799527079374
Y,0.4913347032706149
T,3.7192368630646815
H,0.6853836674100885
O,2.721102254734678
3,0.1870240928184714
.,1.844723345233238
8,0.1446389550346636
RET,2.3857432857760905
D,2.1235032666306948
A,2.4289803202686016
F,2.309400234573036
C,1.2985789183349534
:,0.4377962716543952
1,0.9699695925299404
0,1.022918249501673
2,0.2863421429501026
G,0.7060650982767702
L,2.237722956113034
M,1.5877912978882267
_,0.6518451492935876
=,1.6663230683274894
(,1.349286431657635
",",1.6939376277926976
DQT,2.849882824884244
),1.348526277671407
SQT,0.0872211168680397
W,0.138400449906311
[,0.3350968468943712
J,0.5843356116546284
X,0.3793561574373269
Q,0.1982298110637267
],0.3349526797590521
{,0.0376931528343324
},0.0344428392380478
&,0.0778371469690891
*,9.417036597351546
6,0.0844033046777124
K,0.0980729703266027
%,0.014364289119064
4,0.1501435183832101
5,0.1618603746536876
$,0.0754911544943514
9,0.1115329383241199
+,0.2184263161116079
-,5.135534800439264
7,0.0929746961775919
Z,0.0309304035775467
>,0.0332108655362303
\\,0.0633286907147059
TAB,0.032332756621105
